VENDOR,PART NUMBER,DESCRIPTION,MARKET PRICE (EUR),LAST FOUND LIST PRICE (USD),Weight,Dimension ,Remarks
HUAWEI,03051747,USI2,€0.0,$0.00,,,
HUAWEI,03051752,SWU0,,,,,
HUAWEI,03051754,SWI0,,,,,
HUAWEI,03051813,PARC WP13DPUc DATA PROCESSING UNIT REV:c,€533.4,$0.00,,,
HUAWEI,03051814,PARC WP13DPUd DATA PROCESSING UNIT REV:d,€438.1,$0.00,,,
HUAWEI,03051816,PARC WP13DPUb DATA PROCESSING UNIT REV:b,€492.9,$0.00,,,
HUAWEI,03051821,Board GS3GE,€0.0,$0.00,,,
HUAWEI,03051838,GS31SMMD0  - CHASSIS MANAGEMENT MODULE ATAE,€109.5,$0.00,,,
HUAWEI,03051854,UAFU,,,,,
HUAWEI,03051856,NO REFERENCE,€575.0,$0.00,,,
HUAWEI,03051857,TI4CBP GE-FC Exchange Rear Board,€109.5,$0.00,,,
HUAWEI,03051888,2xSTM-4 Optical Interface Board / SLD4A,,,,,
HUAWEI,03051890,SLD4A,,,,,
HUAWEI,03051893,SLQ4A,,,,,
HUAWEI,03051898,SLQ1A,,,,,
HUAWEI,03051912,[MRP6600 MR01NIU0 Network Interface Unit],€109.5,$0.00,,,
HUAWEI,03051948,CX61SFUG0,,,,,
HUAWEI,03051951,GS3DIMGEFC00 EFFC Board T8280 T8290 OSTA2.0 ,€109.5,$0.00,,,
HUAWEI,03051986,URCUc,,,,,
HUAWEI,03051989,UGTPc,,,,,
HUAWEI,03051990,USIGc,,,,,
HUAWEI,03052004,MPU,,,,,
HUAWEI,03052085, FWC2SFUD0 SFU,,,,,
HUAWEI,03052087,QWM2UTRP3 W-ATM 03052087 QWMD0UTRP300 card for HUAWEI BBU3900 BBU3910,€109.5,$0.00,,,
CISCO,C3KX-NM-10GT,CTwo 10GB-T ports network module,,,,,
HUAWEI,03052117,ISU,,,,,
HUAWEI,03052121,ISU,,,,,
HUAWEI,03052144,SS49SCBI(16ES4.1),,,,,
HUAWEI,03052182,CN21SMU CGA -CN21SMU1 -System Management Unit,€191.7,$0.00,,,
HUAWEI,03052213,TN81CSTM101,,,,,
HUAWEI,03052275,WP23LPUF50CA00 03020KGT  DMPU  daughter multi-purpose process unit  DMPU  subcard,€109.5,$0.00,,,
HUAWEI,03052276,WP21LPUKD0 Flexible Card Line Processing Unit 128Gbps,€1 -281.4,$0.00,,,
HUAWEI,03052278,LPU,,,,,
HUAWEI,03052284,CN21UPBA0 -UNIVERSAL PROCESS BLADE -2CPU+6*4GDDR2+4G FLASH PART OF ADP MACHINE - OSTA2.0,€711.9,$0.00,,,
HUAWEI,03052289,CN21UPBA1_KW-UPBA1,,,,,
HUAWEI,03052290,OSTA2.0 -CN21UPBA2 -UNIVERSAL PROCESS BLADE -2CPU+6*4GDDR2+2*146G HDDPART OF ADP MACHINE - OSTA 2.0 ,€1 -204.8,$0.00,,,
HUAWEI,03052293,WP21ESPUd  - Enhanced Service Processing Board  - Double CPU  - 16GB ,€547.6,$0.00,,,
HUAWEI,03052320,EGT2 - SSN2EGT210,,,,,
HUAWEI,03052321,EGT2,,,,,
HUAWEI,03052343,EGS2,,,,,
HUAWEI,03052359,SSND00EMS212 OSN1500 EMS212 (needs verify),,,,,
HUAWEI,03052365,CN21SWIA1 -SWTICH BOARD INTERFACE -8 BASE GE+ 8FABRIC GE + L2/L3 CLOCK MODULE OSTA2.0,€492.9,$0.00,,,
HUAWEI,03052366,SWIA0,€0.0,$0.00,,,
HUAWEI,03052367,CN21SWUA1 - SWITCH UNIT - (8 BASE GE + 8 FABRIC GE + TDM MODULE)  - OSTA2.0,€925.5,$0.00,,,
HUAWEI,03052368,SWUA0,€0.0,$0.00,,,
HUAWEI,03052372,ETIA0,€0.0,$0.00,,,
HUAWEI,03052379,CXLLN ,,,,,
HUAWEI,03052380,STM-1/4/16 System Control,,,,,
HUAWEI,03052381,CXLLN,,,,,
HUAWEI,03052546,MPU,,,,,
HUAWEI,03052557,CX61-LPUF-21-B,,,,,
HUAWEI,03052588,USIA1,€0.0,$0.00,,,
HUAWEI,03052589,USIA7,€0.0,$0.00,,,
HUAWEI,03052602,CN21MSPB0 MULTIMEDIA SERVICE PROCESS UNIT B 8GB MEMORY,€438.1,$0.00,,,
HUAWEI,03052608,CN21UPBA3 CGA - -UNIVERSAL PROCESS BLADE -2CPU+6*4G DDR2+1*64G SSD,€2 -081.0,$0.00,,,
HUAWEI,03052636,CR52SFUG0 or WP21SFUG for GGSN9811 UGW9811,€569.5,$0.00,,,
HUAWEI,03052637,UASUC,,,,,
HUAWEI,03052652,WP21L1XXB0  - 1-PORT 10GBASE WAN-LAN XFP FLEXIBLE INTERFACE DAUGHTER CARD,€54.8,$0.00,,,
HUAWEI,03052653,WP21EBGFB0  - 12-PORT 100-1000BASE-X SFP FLEXIBLE CARD A ,€109.5,$0.00,,,
HUAWEI,03052670,CX-MPUB,,,,,
HUAWEI,03052680,UCKI,,,,,
HUAWEI,03052699,SS49OI402-S4.1,,,,,
HUAWEI,03052748,WP1D000POU01 IP Interface Unit (4 STM-1 - Channelized),€2 -135.7,$0.00,,,
HUAWEI,03052760,PARC WP11UOIC 8-PORT ATM/PACKET OVER UNCHANNELIZED OPTICAL STM-1/OC-3 INTERFACE UNIT REV:C|,€1 -067.9,$0.00,,,
HUAWEI,03052761,WP1D000FG201 IP Interface Unit (12 FE/4 GE - Electric),€711.9,$0.00,,,
HUAWEI,03052762,WP1D000GOU01|IP INTERFACE UNIT (4 GE - OPTICAL)|IP INTERFACE UNIT (4 GE - OPTICAL),€1 -281.4,$0.00,,,
HUAWEI,03052780,PARC WP11XPUb Extensible Processing Unit REVb BSC 6900,€783.1,$0.00,,,
HUAWEI,03052781,SPUb Signalling Processing Unit,€0.0,$0.00,,,
HUAWEI,03052790,XPUb Extensible Processing Unit,,,,,
HUAWEI,03052799,PARC WP11DPUE DATA PROCESSING UNIT REVe,€925.5,$0.00,,,
HUAWEI,03052831,UPBA5,,,,,
HUAWEI,03052885,03052885-8xSTM-1 & 8xSTM-4 Optical Interface Board,€0.0,$0.00,,,
HUAWEI,03052924,GS3USM AHCSA7,,,,,
HUAWEI,03052969,SLQ16,,,,,
HUAWEI,03052980,SL64,,,,,
HUAWEI,03052995,WD53UBRI Universal BaseBand Radio Interface Board,€273.8,$0.00,,,
HUAWEI,03053022,II0SAAA-AHCSA4,,,,,
HUAWEI,03053030,SE01ESRU0 SBC ENHANCED SWITCH AND ROUTE PROCESSING BOARD,€985.7,$0.00,,,
HUAWEI,03053055, LPUF-40-B,,,,,
HUAWEI,03053059,CX-SFUI-40-C,,,,,
HUAWEI,03053060,CX6DSFUI401B,,,,,
HUAWEI,03053067,WP11SCUb GE Switching and Control Unit REV:b,€925.5,$0.00,,,
HUAWEI,03053102,SL9D00SL1D02  2xSTM-1 Optical Interface Board for wireless IP microwave RTN 980 RTN950,€164.3,$0.00,,,
HUAWEI,03053149,SL9D00EM6F01 4 * FE (RJ45)/2 *GE(SFP) Fast/Gigabit Ethernet Board with switch function(1000BaseSX.LC),€219.0,$0.00,,,
HUAWEI,03053150,SL9D00EM6F02 4 * FE (RJ45)/2 *GE(SFP) Fast/Gigabit Ethernet Board with switch function(1000BaseLX.LC),€301.2,$0.00,,,
HUAWEI,03053164,4xSTM - 1 Optical Interface Board,,,,,
HUAWEI,03053165,4x Optical Interface Module (SLQ4A),,,,,
HUAWEI,03053169,GS34AEEEE noREF,€1 -150.0,$0.00,,,
HUAWEI,03053194,UACU,,,,,
HUAWEI,03053220,SSN4SL64 1xSTM-64 Optical Interface Board (check if 03020JVN is compatible),,,,,
HUAWEI,03053222,CGA  - CN21LFIA  - LOGIC FUNCTION INTERFACE A,€136.9,$0.00,,,
HUAWEI,03053278,CR52-LPUF-21-B,,,,,
HUAWEI,03053299,WP1D000DPU05 Transcoder Unit(1920 Channel for TDM /3840 Channel for TDM&IP/7680 Channel for IP&IP),€1 -423.8,$0.00,,,
HUAWEI,03053369,WP1D000DPU06 Data Processing Unit (1024 PDCH),€1 -067.9,$0.00,,,
HUAWEI,03053401,CN22UPBA6 UNIVERSAL PROCESS BLADE -1CPU+3*8GDDR3+2*300G HDDPART OF SERVER OSTA2.0,€1 -423.8,$0.00,,,
HUAWEI,03053402,KW3D0UPBA3,,,,,
HUAWEI,03053404,CN22UPBA0  - Universal Process Blade  - 1CPU+3*8G DDR3+4G FLASH OSTA2.0 ,€2 -135.7,$0.00,,,
HUAWEI,03053429,NO REFERENCE,€0.0,$0.00,,,
HUAWEI,03053430,GS39USM16,,,,,
HUAWEI,03053443,ML1,,,,,
HUAWEI,03053445,EAS2 - SSN3EAS201,,,,,
HUAWEI,03053461,WP1X000OMU02 - WP11POMUc  - OPERATION AND MAINTENANCE UNIT ,€1 -437.5,$0.00,,,
HUAWEI,03053481,LPUI-100,,,,,
HUAWEI,03053487,TNM1EM6F-4 * FE (RJ45)/2 *GE Fast/Gigabit Ethernet Board with Switch Function,€93.1,$0.00,,,
HUAWEI,03053520,CN2K2INTE AE3X,€1 -150.0,$0.00,,,
HUAWEI,03053530,AE34ABEF,,,,,
HUAWEI,03053538,PARC  - WP11NIUA  - NETWORK INTELLIGENCE UNIT BOARD,€82.1,$0.00,,,
HUAWEI,03053543,NETENGINE80E CORE ROUTER,,,,,
HUAWEI,03053547,SFUI-200-B,,,,,
HUAWEI,03053557,WP22MPUB4 - Main Processing Unit B4 - PGP,,,,,
HUAWEI,03053558,WP22ESPUE -ENHANCED SERVICE PROCESSING UNIT - PGP,€4 -983.3,$0.00,,,
HUAWEI,03053589,CR5DLPUFA070 100Gbps Flexible Card Line Processing Unit(LPUF-100 -4 sub-slots),€5 -476.2,$0.00,,,
HUAWEI,03053701,IN6BSS,,,,,
HUAWEI,03053774,WM1DOSSGPU00 OSS GENERAL PROCESSING UNIT.,€547.6,$0.00,,,
HUAWEI,03053785,WP1D000SAU03 ACCOUNT SERVICE CARD WITH LINUX SERVER,€657.1,$0.00,,,
HUAWEI,03053790,T14BSS,,,,,
HUAWEI,03053804,CN21SWUB1 - SWITCH UNIT - WITH XTMA Module OSTA2.0 ,€876.2,$0.00,,,
HUAWEI,03053805,CN21SWUB0 - SWTICH UNIT - WITHOUT XTMA Module - OSTA2.0,€876.2,$0.00,,,
HUAWEI,03053845,NO REFERENCE,€0.0,$0.00,,,
HUAWEI,03053858,CN21ESUA0 -ENHANCED SERVICE BOARD -CPU*1+DIMM*48GB+SSD*1 - OSTA2.0,€1 -916.7,$0.00,,,
HUAWEI,03053868,CN21QXIA0 UNIVERSAL REAR BOARD-(4*10GE+4*GE),€328.6,$0.00,,,
HUAWEI,03053874,CN21SWIB0  - SWITCH BOARD INTERFACE  - WITHOUT L2-L3 CLOCK MODULE OSTA 2.0,€273.8,$0.00,,,
HUAWEI,03053875,CN21SWIB1 Switch Unit Interface ,€410.7,$0.00,,,
HUAWEI,03053888,Application Process Cell,,,,,
HUAWEI,03053896,MRP6600  - MR01MPF3  - MULTIMEDIA SERVICE PROCESS- 2*MRM BOARD,€1 -642.9,$0.00,,,
HUAWEI,03053920,TNRD0MPUB470 Main Processing Unit,€0.0,$0.00,,,
HUAWEI,03053960,CGA  - CN21SMUA  - Shelf Management Unit,€191.7,$0.00,,,
HUAWEI,03054012,NO REFERENCE,€0.0,$0.00,,,
HUAWEI,03054089,NO REFERENCE,€0.0,$0.00,,,
HUAWEI,03054109,NO REFERENCE,€0.0,$0.00,,,
HUAWEI,03054111,NO REFERENCE,€0.0,$0.00,,,
HUAWEI,03054153,WD22UMPTa6 ,,,,,
HUAWEI,03054154,UMPTA2,,,,,
HUAWEI,03054206,CR5D0MPUD170 Main Processing Unit D2(Including 2G Memory and 2G USB),€383.3,$0.00,,,
HUAWEI,03054207,CR5D0SRUA770. Switch and Route Processing Unit A7,€547.6,$0.00,,,
HUAWEI,03054230,CR5DSFUIA07D 100Gbps Switch Fabric Unit D(SFUI-100-D),€273.8,$0.00,,,
HUAWEI,03054280,ANDD00EM8T00 8 Channels GE/FE Electric Interface Board,€257.4,$0.00,,,
HUAWEI,03054282,ANDD00EM8F00 8 Channels GE/FE Optical Interface Board,€262.9,$0.00,,,
HUAWEI,03054283,ANDD000EX100 1 Channel 10 GE Optical Interface board,€284.8,$0.00,,,
HUAWEI,03054292,4 Channels GE/FE Optical Interface Board  ATN950B AND1EM4F0P1 ,€0.0,$3 -400.00,,,
HUAWEI,03054294,WP11EOMUA EVOLVED OPERATION AND MAINTENANCE UNIT REV:A,€3 -559.5,$0.00,,,
HUAWEI,03054295,WP11ESAUa Evolved Service Aware Board REV:a,€4 -271.4,$0.00,,,
HUAWEI,03054296,PARC WP11EGPUA EVOLVED GENERAL PROCESSING UnIT ReV: a ,€4 -983.3,$0.00,,,
HUAWEI,03054301,WP22SFU200B0 - Switch Fabric Unit,€766.7,$0.00,,,
HUAWEI,03054308,SRUA Switch and Route Processing Unit,€0.0,$0.00,,,
HUAWEI,03054309,SFUI ? ,€0.0,$0.00,,,
HUAWEI,03054310,NO REFERENCE,€0.0,$0.00,,,
HUAWEI,03054330,WP1D000TNU01 TDM Switching Network Unit,€657.1,$0.00,,,
HUAWEI,03054332,NO REFERENCE,€0.0,$0.00,,,
HUAWEI,03054333,PARC WP11GCUB GENERAL CLOCK BOARD REV:B ,€356.0,$0.00,,,
HUAWEI,03054339,TNDD2GEOPT01 2 Channels GE Optical Interface Board,€109.5,$0.00,,,
HUAWEI,03054355,WP2PGPSPUF01 ENHANCED SERVICE PROCESSING UNIT F GGSN9811 UGW9811,€821.4,$0.00,,,
HUAWEI,03054387,ANDD16E11202 16 Channels E1 Interface Board(120ohm),€273.8,$0.00,,,
HUAWEI,03054389,ANDD32E11202 32 Channels E1 Interface Board(120ohm),€328.6,$0.00,,,
HUAWEI,03054393,CR5DLPUF5170 FLEXIBLE PLUG-IN LINE PROCESSING CARD (LPUF-51 - 2 SUB-SLOTS) FOR HW NE40E ROUTER,,,,,
HUAWEI,03054395,5-Port 10GBase LAN/WAN-SFP+ Integrated Line Processing Unit (LPUI-51).,,,,,
HUAWEI,03054397,CR5D0L4XFA70 4-Port 10GBase LAN/WAN-SFP+ Integrated Line Processing Unit (LPUI-51),€1 -204.8,$0.00,,,
HUAWEI,03054400,CR5D0EMGFA70 48-Port 100/1000Base-X-SFP Integrated Line Processing Unit (LPUI-51),€1 -314.3,$0.00,,,
HUAWEI,03054447,CR5DLPUF5070 Flexible Card Line Processing Unit(LPUF-50.four slots),€821.4,$500.00,,,
HUAWEI,03054520,CR5D0L5XFA7L 5-Port 10GBase LAN/WAN-SFP+ Integrated Line Processing Unit L(LPUI-51-L),€1 -095.2,$0.00,,,
HUAWEI,03054581,AE31SMME0 Chassis Management Module 2,€0.0,$0.00,,,
HUAWEI,03054583,EGT2 - SSN2EGT216,,,,,
HUAWEI,03054600,AE35X2 GE -10GE FC Switching Unit 2,€2 -738.1,$0.00,,,
HUAWEI,03054601,AE35X3 GE -10GE FC Exchange Rear Board 2,€821.4,$0.00,,,
HUAWEI,03054676,AE34AKI Interface Cell 1,€328.6,$0.00,,,
HUAWEI,03054681,CR5D0LBXFA70 12-Port 10GBase LAN/WAN-SFP+ Integrated Line Processing Unit(LPUI-120) - NE40E-X8A,€5 -476.2,$192 -400.00,,,
HUAWEI,03054683,LPUI-120,,,,,
HUAWEI,03054822,TNRD0MPUD270 Main Processing Unit D2,€547.6,$0.00,,,
HUAWEI,03054839,AE11EX650 ATAE EX650 GE/10GE/FC SWITCING BOARD,€383.3,$0.00,,,
HUAWEI,03054842,AE11EI610|ATAE -EI610 -GE*32 INTERFACE BOARD,€273.8,$0.00,,,
HUAWEI,03054843,AE11SM310  SM310 E9000 IT11SMMA Control Board,€136.9,$0.00,,,
HUAWEI,03054885,WD2DUMPTB101 Universal Main Processing & Transmission unit with 4E1 and 2FE/GE interface UMPTb1,€301.2,$0.00,,,
HUAWEI,03054886,WD2D0UMPTB02 Universal Main Processing & Transmission unit with 4E1 and 2FE/GE interface UMPTb2.,€143.8,$0.00,,,
HUAWEI,03055017, ANDD000PQ100  4 Channels  OC-3/STM-1 POS Optical Interface Board,€287.5,$14 -000.00,,,
HUAWEI,03055045,UMPTb3 Universal Main Processing & Transmission Unit b3,,,,,
HUAWEI,03055052,2-Port 10GBase LAN/WAN-SFP+ + 24-Port 100/1000Base-X-SFP Integrated Line Processing Unit E(LPUI-51-E).,,,,,
HUAWEI,03055053,CR5D0EMGFA7J 48-Port 100/1000Base-X-SFP Integrated Line Processing Unit E(LPUI-51-E),€1 -861.9,$0.00,,,
HUAWEI,03055189,CR5DLPUF517E Flexible Card Line Processing Unit(LPUF-51 -2 sub-slots) E NE40E-X8,€1 -642.9,$0.00,,,
HUAWEI,03055263,SERVICE PROCESSING UNIT,,,,,
HUAWEI,03055288,XPUc,,,,,
HUAWEI,03055289,WP11SPUC Signal Processing Unit ,€1 -204.8,$0.00,,,
HUAWEI,03055293,IP Interface Unit (4 GE - Optical) WP1D000GOU03,€0.0,$175 -781.00,,,
HUAWEI,03055308,WM19OSMUa16 OSS Self Maintenance Unit ,€711.9,$0.00,,,
HUAWEI,03055314,WP23EFGFB0 24-Port 100/1000Base-X-SFP Flexible Card(P51) Applicable to the LPUF-51 board,€1 -533.3,$0.00,,,
HUAWEI,03055315,WP23EFGFB0  - 24-PORT 100-1000BASE-X-SFP FLEXIBLE CARD,€142.4,$0.00,,,
HUAWEI,03055316,WP23L2XFC0 | 2-PORT 10GBASE LAN-WAN-SFP+ FLEXIBLE CARD (P51),€213.6,$0.00,,,
HUAWEI,03055690,PB01 EX910  - 16*10GE+4*GE RJ45 BOARD,€1 -150.0,$0.00,,,
HUAWEI,03055691,MANAGEMENT CARD FOR SUBRACK,€1 -955.0,$0.00,,,
HUAWEI,03055702,Universal Main Processing & Transmission Unit With 2FEGE Interface UMPTB9,€241.5,$0.00,,,
HUAWEI,03055720,LPUF-240-E,,,,,
HUAWEI,03055852,PB01SM310  - SHELF MANAGEMENT BOARD-SM310,€230.0,$0.00,,,
HUAWEI,03055858,WP11DEUA DATA ENHANCEMENT PROCESSING UNIT BOARD,€854.3,$0.00,,,
HUAWEI,03056024,D2EX1,,,,,
HUAWEI,03056111,ANDD000EX2S0 2 Channels 10GE Optical Interface Board(SFP+),€80.5,$10 -000.00,,,
HUAWEI,03056112,"ANDD00EM8M00 4 Channels GE/FE Optical Interface and 4 Channels GE/FE Electric Interface Board
 ATN 950B",€164.3,$0.00,,,
HUAWEI,03056113,"ANDD000EX1S0 1 Channel 10GE Optical Interface Board(SFP+)
",€219.0,$0.00,,,
HUAWEI,03056114,ANDD00EM8F01 8 Channels GE/FE Optical Interface Board,€109.5,$0.00,,,
HUAWEI,03056158,WP23LPUF102A03 Firewall UGW9811 1 Port 100GBASE-CFP &12 Port 10GBASE LAN/WAN-SFP+ Integrated Line Processing Board,€219.0,$0.00,,,
HUAWEI,03056240,PARC WP11SCUC GE SWITCHING AND CONTROL BOARD,,,,,
HUAWEI,03056367,SL91EX1 1 CHANNEL 10GE SERVICE PROCESSING BOARD,,,,,
HUAWEI,03056502,SLB1CSHNA RTN 980 2*STM-1/4(SFP)+2*GE(SFP/RJ45)+2*GE(RJ45) -Nodal System Control and Switching Board,€547.6,$0.00,,,
HUAWEI,03056563,EGPUb,,,,,
HUAWEI,03056579,D2EX1S,,,,,
HUAWEI,03056763,CN21QXIB0  -Universal Rear Board B(4*10GE+4*GE) for OSTA2.0 T8280,€328.6,$0.00,,,
HUAWEI,03056764, CN2E01FMB  - ATCA 8290 FRAME Fan Unit  - ATCA 8290 ,€273.7,$0.00,,,
HUAWEI,03056849,OptiX OSN 810-050N1T12DSA,,,,,
HUAWEI,03056916,CN26UPBA0  - UNIVERSAL PROCESS BLADE  - XEON E5-2618L V4 SERVER (1CPU+2*16G DDR4+4G FLASH -  MSOFTX3000,€2 -464.3,$0.00,,,
HUAWEI,03057111,CN25UPBA6  - UNIVERSAL PROCESS BLADE  - 1CPU+3*8G DDR3+2*300G HDD OSTA2.0,€1 -916.7,$0.00,,,
HUAWEI,03057152,UBBPe1 Universal Baseband Processing Unit,,,,,
HUAWEI,03057153,UBBPe2 Universal baseband processing unit,,,,,
HUAWEI,03057154,UBBPe3 Universal baseband processing unit,,,,,
HUAWEI,03057155,UBBPe4 Universal Baseband Processing Unit e4 WD2DUBBPE400,,,,,
HUAWEI,03057156,UBBPE5,,,,,
HUAWEI,03057157,UBBPe6,,,,,
HUAWEI,03057158,UBBPE8,,,,,
HUAWEI,03057159,UBBPE9,,,,,
HUAWEI,03057248,CR5D0MPUD471 Main Processing Unit D4(16G Memory).,,,,,
HUAWEI,03057251,UMPTe1,,,,,
HUAWEI,03057252,WD2DUMPTE201Universal Main Processing & Transmission Unit (2 Electrical FE/GE&2 Optical FE/GE/XGE -UMPTe2).,€438.1,$0.00,,,
HUAWEI,03057253,UMPTe3,,,,,
HUAWEI,03057256,UMPTe5,,,,,
HUAWEI,03057312,WP11FG2e 12-port FE or 4-port electronic GE interface unit REV:e,,,,,
HUAWEI,03057352,K1EM8F,,,,,
HUAWEI,03057389,BBU3900 - WD22UMPTB3 - UNIVERSAL MAIN PROCESSING & TRANSMISSION UNIT WITH 4E1 AND 2FE / GE INTERFACE) INSTALLATION PROCESSOR,€328.6,$0.00,,,
HUAWEI,03057467,K1EM20F,,,,,
HUAWEI,03057484,CR5D00E2ND70 2-Port 100GBase-QSFP28 Integrated Line Processing Unit (LPUI-240),,,,,
HUAWEI,03057627,EOMUb,,,,,
HUAWEI,03057628, Evolved Service Aware Module Board,,,,,
HUAWEI,03057756,03057756-CN26UPBA0 UPBA0b CARD,€0.0,$0.00,,,
HUAWEI,03057758,03057758-CN26UPBA6 UPBA6b,€0.0,$0.00,,,
HUAWEI,03057881,UBBPe10,,,,,
HUAWEI,03057882,UBBPE11,,,,,
HUAWEI,03058118,ANDD03CXPA00 System Control -Cross-connect and Multi-protocol Process Unit,€0.0,$0.00,,,
HUAWEI,03058335,EX920 SERVICE Board ,€2 -300.0,$0.00,,,
HUAWEI,03058542,HERT BBU WD22UMPTg2 Universal Main Processing Transmission Unit (2 Electrical FE-GE2 Optical GE-XGE-YGE UMPTg2),,,,,
HUAWEI,03058543,UMPTg3,,,,,
HUAWEI,03058545,UMPTg5,,,,,
HUAWEI,03058626,HERT BBU WD22UBBPg2 Universal Baseband Processing Unit,,,,,
HUAWEI,03058627,UBBPG3,,,,,
HUAWEI,03058657,ANKD01EXAS01 10 Channel 10GE Optical Interface Board (SFP+),,,,,
HUAWEI,03058661,ANKD001EY101 BOARD,€1 -642.9,$0.00,,,
HUAWEI,03058707,UBBPg2A,,,,,
HUAWEI,03059250,SLF3CSHOF01 16*E1(TDM)+4*GE(RJ45)+2*10GE(SFP+)+2*GE/STM-1(SFP) Hybrid System Control and Cross-connect Board.,€821.4,$0.00,,,
HUAWEI,03059258,"ANND0EM10F00 10 Channels GE/FE Optical Interface Board -High anti-corrosion
",,,,,
HUAWEI,03059443,UBBPg1,,,,,
HUAWEI,03059559,SL93CSHUF01 CARD CSHUF,€0.0,$0.00,,,
HUAWEI,03059560,SL93EM6X01 2*GE(RJ45)+3*10GE(SFP+)+1*GE(SFP+) Ethernet process board,€931.0,$0.00,,,
HUAWEI,03059607,UMPTga2,,,,,
HUAWEI,03059821,UBBPG6B,,,,,
HUAWEI,0305G053,12-PORT 100/1000 BASE -X SFP FLEXIBLE INTERFACE DAUGTHER CARD,,,,,
HUAWEI,0305G054,HUAWEI 12-Ports 10/100/1000Base-TX RJ45 Flexible Interface Daughter Card,,,,,
HUAWEI,0305G062,CR5DVSUI201A Integrated Versatile Service Unit(VSUI-20-A),€2 -190.5,$101 -760.00,,,
HUAWEI,03070228,LWF (SSL2LWF07M02),,,,,
HUAWEI,03070349,LWC (SSC6LWC1B01M02),,,,,
HUAWEI,03070593,MR2,,,,,
HUAWEI,03070721,1471AS - 2 PORT GE OTU BOARD (ST) - CWDM ,,,,,
HUAWEI,03070764,ARBITRARY RATE (16M-2.5Gbp) OTU BOARD (ST),,,,,
HUAWEI,03070770,CMR2,,,,,
HUAWEI,03071141,MR2,,,,,
HUAWEI,03071172,1 CH Add/Drop Multiplexer(CWDM),,,,,
HUAWEI,3071174,03071174,,,,,
HUAWEI,03071174,TNF1MR202 Double channel optical add/drop multiplexing board HUAWEI MR2 OSN 1800 ,€1 -369.0,$0.00,,,
HUAWEI,03071176,2-CHANEL ADD/DROP (CWDM),,,,,
HUAWEI,030DJB,SDMC,,,,,
HUAWEI,030FSW,NO REFERENCE,€0.0,$0.00,,,
HUAWEI,030GSP,03030GSP,€0.0,$0.00,,,
HUAWEI,030GXT,WRONG PN,€0.0,$0.00,,,
HUAWEI,030KKQ,03030KKQ,€0.0,$0.00,,,
HUAWEI,030KKR,03030KKR,€0.0,$0.00,,,
HUAWEI,030LBV,PFIA0,,,,,
HUAWEI,030LPM,GTMUb,,,,,
HUAWEI,030MNV,EG2,,,,,
HUAWEI,030MTM,D2ML1A,,,,,
HUAWEI,030QAE,03030QAE,€0.0,$0.00,,,
HUAWEI,030QBL,03030QBL,€0.0,$0.00,,,
HUAWEI,030QDP,03030QDP,€0.0,$0.00,,,
HUAWEI,031EDJ,0,,,,,
HUAWEI,031MXR,GTMUc,,,,,
HUAWEI,03210305,EGT 2 -SSN2ETG210,,,,,
HUAWEI,03219801,16 ETHERNET 10/100 PORTS - 8 ETHERNET 10/100,,,,,
HUAWEI,032CYM,0,,,,,
HUAWEI,034060053,OC3/FE/IR-1/1310/S-1.1,,,,,
HUAWEI,034060219,1.25G-1310nm-10km-SM-ESFP,,,,,
HUAWEI,034060276,eSFP-FE-LX-SM1310 Optical Transceiver -eSFP -1310nm -STM1 --15~-8dBm --28dBm -LC -SM -15km.,€16.4,$0.00,,,
HUAWEI,034060277,eSFP-1310nm-S-4.1/ESCON SM/DVB ASI SM Optical Transceiver -eSFP -1310nm -STM4 --15~-8dBm --30dBm -LC -SM -15km,€18.6,$0.00,,,
HUAWEI,034060279,2.488G-1550nm-80km-SM-ESFP,,,,,
HUAWEI,034060280,622m-1310nm-40km-SM-ESFP,,,,,
HUAWEI,034060281,155M 1310nm 40Km SM ESFP,,,,,
HUAWEI,034060284,eSFP -1550nm -SM -80km -Optical Transceiver,,,,,
HUAWEI,034060286,OPTICAL TRANSCEIVER -ESFP -850NM -2.125GB/S(MULTI RAT,€230.0,$0.00,,,
HUAWEI,034060288,2.488G-1310nm-2km-SM-eSFP,,,,,
HUAWEI,034060289,2.G - 1310nm - 40km,,,,,
HUAWEI,034060290,eSFP(S)-1310nm-1000Base-Lx Low Speed Transceiver -eSFP -1310nm -1.25Gb/s --9dBm --3dBm --19dBm -LC(-40~85) -10km,€26.3,$0.00,,,
HUAWEI,034060298,eSFP GE - 1310nm - 1 -25 Gb/s -5 -0-3dBm -,,,,,
HUAWEI,034060313,10G-10KM-LR/LW STM-64/OC192 XFP,,,,,
HUAWEI,034060321,eSFP-850nm-1000Base-Sx Transceiver -ESFP -850nm -1.25Gb/s --2.5dBm --10dBm --17dBm -LC(-40~85) -0.55km -multimode.,€11.0,$0.00,,,
HUAWEI,034060322,10G-1550nm-40km-SM-XFP,,,,,
HUAWEI,034060327,eSFP-1310nm-I-16 Optical Transceiver -eSFP -1310nm -2.67Gb/s --9.5~-3dBm --18.0dBm -LC -SM -2km.,€40.5,$0.00,,,
HUAWEI,034060333,1.25G-1550NM-40KM-SM-ESFP,,,,,
HUAWEI,034060337,GPON-OLT-CLASS B+ ,,,,,
HUAWEI,034060360,0,,,,,
HUAWEI,034060361,OPTIC TRANSC - 1550nm -9.95Gb/s to 11.1Gb/s -0~4dBm,,,,,
